Activity,Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,LinearAccX,LinearAccY,LinearAccZ,Subject
JOGGING,1.63E+12,-0.967897,-19.478773,-1.427319,2.124221,-0.396287,1.801083,-1.182479,15.843376,2.313338,1
JOGGING,1.63E+12,-0.933201,-1.494318,0.867996,-0.264802,0.640015,0.3801,-8.60209,-19.572449,6.603776,1
JOGGING,1.63E+12,0.666999,-18.084953,-2.57707,-1.815743,-0.423012,-1.552774,-17.624014,-6.90381,4.192297,1
JOGGING,1.63E+12,-5.115855,-4.211966,4.792824,0.884812,-0.532506,0.117435,4.074934,-1.635516,-2.107812,1
JOGGING,1.63E+12,-1.676172,-18.379271,-1.651646,1.295913,0.270147,1.395175,-11.624032,21.236774,3.818226,1
JOGGING,1.63E+12,0.306879,-3.593421,1.545763,-0.62169,0.503491,0.0394,0.719061,-10.26977,-7.621342,1
JOGGING,1.63E+12,-0.781855,-18.154943,-0.888934,-1.819561,0.28496,-1.974869,6.342174,8.435239,3.308078,1
JOGGING,1.63E+12,-7.568498,-5.861817,2.624926,1.698614,-0.91398,0.901152,13.022003,-7.510631,-5.286681,1
JOGGING,1.63E+12,1.468595,-14.582459,-2.622534,0.54289,0.647498,1.061347,-8.012592,9.79097,5.864347,1
JOGGING,1.63E+12,0.772882,-7.488338,0.480957,-0.324513,0.581068,-0.409726,16.007084,1.158283,4.866701,1
JOGGING,1.63E+12,-3.876373,-14.172091,2.004587,-1.640125,0.389262,-1.54132,-3.314453,7.521345,-25.997391,1
JOGGING,1.63E+12,-3.63709,-11.804991,1.895115,2.210045,-0.569768,1.469851,10.876467,-10.273132,-6.349898,1
JOGGING,1.63E+12,0.179462,-5.983851,-3.124428,-0.517998,0.101859,0.096667,4.138193,4.009961,2.538445,1
JOGGING,1.63E+12,0.996012,-13.142578,1.507478,-0.165081,-0.127667,-0.613443,-16.937004,10.755606,3.421216,1
JOGGING,1.63E+12,-7.222137,-11.101501,3.699902,-1.091584,0.833501,-1.327677,3.704238,-1.753767,-4.538971,1
JOGGING,1.63E+12,-1.571486,-14.291133,0.470788,2.104827,-0.776234,1.756339,1.008583,-6.077267,-2.920339,1
JOGGING,1.63E+12,0.172881,-4.493123,-1.533799,-0.72645,-0.147367,0.258999,-5.291697,0.063352,5.247547,1
JOGGING,1.63E+12,-0.11007,-14.757733,0.075972,-0.645971,-0.110869,-0.98774,-21.588114,11.037067,-3.154943,1
JOGGING,1.63E+12,-6.949355,-8.64467,4.668995,-0.609931,0.745081,-0.458135,10.934078,-6.158482,-6.012081,1
JOGGING,1.63E+12,-0.529412,-17.601006,-0.303888,2.228523,-0.389415,1.533837,-2.234225,-6.073236,-3.857036,1
JOGGING,1.63E+12,-0.230907,-1.669592,0.413958,-0.733933,0.571753,-0.120642,-10.270221,-6.842671,8.10461,1
JOGGING,1.63E+12,0.035892,-18.415762,-2.54716,-1.091126,0.069789,-1.157861,-10.999252,7.936843,13.996645,1
JOGGING,1.63E+12,-4.951946,-4.738985,5.708078,0.454318,0.079257,-0.285877,12.543794,-10.795461,-4.686147,1
JOGGING,1.63E+12,-3.217748,-18.593428,-1.499103,1.551247,0.058183,1.708082,10.947966,6.291277,6.519308,1
JOGGING,1.63E+12,-0.911067,-1.024128,-0.062213,-0.60764,0.036193,0.166609,-5.067984,-16.465858,8.148172,1
JOGGING,1.63E+12,-0.409771,-19.850857,0.45344,-2.057181,0.060168,-2.101009,1.420589,3.969867,-9.251757,1
JOGGING,1.63E+12,-5.580661,-4.2341,3.509074,1.689298,-0.569462,0.744623,-0.847889,-7.307939,-2.524202,1
JOGGING,1.63E+12,-1.644467,-18.874584,-1.986641,0.83625,0.248309,1.23437,-1.753253,29.533825,2.302323,1
JOGGING,1.63E+12,1.414158,-4.925027,1.389632,-0.159584,0.840373,-0.12446,-9.330615,-17.170753,-4.104201,1
JOGGING,1.63E+12,-2.310869,-16.391434,0.405583,-2.044048,-0.094376,-2.140103,5.83685,4.786665,4.27929,1
JOGGING,1.63E+12,-5.216951,-6.878767,2.242075,1.682884,-1.252695,1.117545,-6.056364,-5.305141,-9.436366,1
JOGGING,1.63E+12,0.942772,-12.918251,-3.438486,0.285266,0.724618,0.659715,-3.252919,16.324047,7.996899,1
JOGGING,1.63E+12,1.502693,-9.072387,0.174676,2.42766,-0.326345,1.516734,5.536974,4.499932,2.588698,1
JOGGING,1.63E+12,1.228714,-4.216154,-2.197209,-0.753175,0.168594,0.112396,-7.546441,-18.195202,8.893269,1
JOGGING,1.63E+12,-0.856631,-13.682159,0.38345,-0.506545,0.146451,-0.76585,7.700681,-0.317682,2.019094,1
JOGGING,1.63E+12,-8.352147,-10.616954,3.921238,-0.805249,0.399952,-0.964681,4.263361,2.591539,-9.644127,1
JOGGING,1.63E+12,-1.24367,-16.622938,-0.534198,2.215543,-0.535102,1.641194,1.033685,25.396324,1.079338,1
JOGGING,1.63E+12,0.982254,-1.412962,1.201197,-0.758978,-0.181269,-0.186614,-3.273078,0.737695,5.401773,1
JOGGING,1.63E+12,0.263809,-17.558533,-3.298506,-1.096624,0.195471,-0.837319,-24.153988,14.901153,-4.935908,1
JOGGING,1.63E+12,-6.530611,-7.31127,6.072984,0.104149,0.206161,-0.340089,7.99546,-9.192602,-6.150889,1
JOGGING,1.63E+12,-4.149753,-18.05983,-1.085145,1.470309,-0.322222,1.945854,-1.370968,21.966732,6.395608,1
JOGGING,1.63E+12,0.155533,-1.669592,-0.785444,-0.317182,1.173896,-0.469589,-13.537443,-5.873442,4.852983,1
JOGGING,1.63E+12,0.344566,-17.6357,-1.603191,-1.719382,-0.41446,-1.502837,-10.899963,16.112507,14.983644,1
JOGGING,1.63E+12,-5.320441,-4.737789,6.373881,0.88527,-0.6307,0.299315,11.352184,-6.735002,-3.71843,1
JOGGING,1.63E+12,-1.848456,-18.754345,-2.686542,1.468477,0.483791,1.327066,-0.073758,1.483913,2.529929,1
JOGGING,1.63E+12,0.763909,-3.022135,1.834099,-0.332301,0.40942,0.086893,-9.988173,-15.900382,9.602386,1
JOGGING,1.63E+12,-1.550549,-18.430716,-0.591027,-1.702431,0.264497,-2.059013,-0.644933,1.631455,-0.428248,1
JOGGING,1.63E+12,-5.053641,-5.035097,2.734996,1.700293,-0.873817,0.887714,4.838105,-9.225884,-7.883104,1
JOGGING,1.63E+12,0.363111,-15.062819,-3.04367,-0.020616,0.009315,0.984686,-3.841588,3.211702,4.294077,1
JOGGING,1.63E+12,0.402592,-6.809973,0.597607,0.154392,0.829531,-0.276256,-11.415442,-14.957962,-1.888296,1
JOGGING,1.63E+12,-5.009973,-15.479768,1.889133,-1.688687,0.552359,-1.855601,6.04466,13.628285,4.31369,1
JOGGING,1.63E+12,-3.491726,-9.639486,1.642673,2.061457,-1.117392,1.368909,-0.929143,-7.589592,-7.215802,1
JOGGING,1.63E+12,0.302692,-9.086744,-3.029912,-0.106593,0.527772,0.363149,-8.074758,16.615276,2.589341,1
JOGGING,1.63E+12,1.234697,-9.866804,0.93679,-0.198373,0.158057,-0.519984,-2.018486,-6.386447,-6.40206,1
JOGGING,1.63E+12,-7.173682,-13.827524,4.151547,-1.603169,0.049937,-1.427703,11.863834,5.105499,5.453225,1
JOGGING,1.63E+12,-1.408176,-13.864015,0.857229,2.508597,-0.753022,1.763821,2.786563,-4.517204,-2.817865,1
JOGGING,1.63E+12,0.312862,-4.555934,-3.166901,-0.702169,0.274881,0.033902,-5.716965,12.3881,8.167686,1
JOGGING,1.63E+12,0.191426,-12.755539,0.687936,-0.40881,0.013439,-0.681706,6.217554,-1.811767,-11.55786,1
JOGGING,1.63E+12,-6.997211,-12.241082,3.91406,-1.060278,0.839151,-1.019962,10.780749,9.472437,-0.959615,1
JOGGING,1.63E+12,-1.192224,-14.638691,0.844666,2.366117,-0.337951,1.626686,7.038165,1.937161,3.003429,1
JOGGING,1.63E+12,0.521635,-2.85703,-1.716252,-1.016603,-0.093612,-0.056962,8.840734,6.483669,1.807187,1
JOGGING,1.63E+12,-1.064806,-15.907485,-0.059821,-0.504102,0.134234,-0.833043,9.888683,0.807981,4.02403,1
JOGGING,1.63E+12,-7.099505,-8.583653,4.875974,-0.222654,0.38407,-0.534797,2.382898,6.18338,-16.385916,1
JOGGING,1.63E+12,-2.233102,-16.902899,-0.095115,1.956544,-0.459968,1.507266,7.217727,18.596336,6.707308,1
JOGGING,1.63E+12,0.229711,-1.865205,0.444467,-0.836403,0.427898,-0.071164,-7.634614,-18.25732,2.78238,1
JOGGING,1.63E+12,-0.36012,-17.957535,-3.143571,-1.648371,0.214407,-1.441447,-13.051252,-5.044844,4.451604,1
JOGGING,1.63E+12,-4.495515,-5.534,6.327819,0.739125,-0.374449,-0.020769,9.327271,-5.037011,-6.179842,1
JOGGING,1.63E+12,-2.504687,-18.987047,-1.491925,1.725796,0.117435,1.649746,-8.092457,20.787149,0.045741,1
JOGGING,1.63E+12,-1.033101,-1.386641,0.591027,-0.485929,0.694686,0.017562,-7.943725,-2.940875,6.164166,1
JOGGING,1.63E+12,0.054437,-18.600607,-0.333799,-1.903705,-0.38911,-1.894848,-13.418756,18.217697,19.318707,1
JOGGING,1.63E+12,-4.360919,-4.235296,3.605386,1.471684,-0.559689,0.676208,14.033255,-8.441906,-7.152369,1
JOGGING,1.63E+12,-1.784447,-17.693727,-1.695913,0.830141,0.657883,1.157097,-0.624605,8.978855,5.789594,1
JOGGING,1.63E+12,1.530808,-3.962514,1.364507,-0.20387,-0.162027,-0.116519,-9.382648,-12.557848,9.583538,1
JOGGING,1.63E+12,-4.182654,-18.035303,0.77348,-2.193705,0.510516,-2.092304,1.890453,3.478906,-2.813522,1
JOGGING,1.63E+12,-5.460421,-8.297112,2.273181,2.152778,-0.486693,1.428314,3.735862,-10.129604,-7.515497,1
JOGGING,1.63E+12,1.278365,-11.393425,-2.131407,-0.291527,0.196387,0.708125,-0.88586,4.553135,0.906465,1
JOGGING,1.63E+12,0.092124,-8.341978,0.601197,-0.000305,0.645055,-0.335355,-8.160937,-14.301578,0.638122,1
JOGGING,1.63E+12,-5.298906,-14.411971,2.515455,-1.663184,0.041996,-1.842926,-1.083405,17.290257,3.738717,1
JOGGING,1.63E+12,-3.805186,-12.614363,2.149951,2.558839,-0.548235,1.75023,0.378273,-7.834501,-9.562346,1
JOGGING,1.63E+12,0.84347,-5.997012,-2.660221,-0.578014,0.319473,0.207077,-6.214747,0.71061,6.673632,1
JOGGING,1.63E+12,-0.422333,-12.546765,0.741177,-0.333981,0.177451,-0.696824,-18.501503,16.235844,6.678695,1
JOGGING,1.63E+12,-7.17787,-11.188839,3.543172,-1.186723,0.491885,-1.235897,6.844982,5.041716,5.58831,1
JOGGING,1.63E+12,-0.685544,-14.916857,0.739382,2.281514,0.09346,1.702431,-5.421617,-4.886796,-2.103233,1
JOGGING,1.63E+12,-0.43011,-3.409174,-0.422333,-0.804028,-0.630242,0.150116,-10.132566,-8.282136,8.162645,1
JOGGING,1.63E+12,-1.44706,-15.679568,-1.225723,-0.674834,-0.009163,-1.066997,5.642799,-1.667888,-5.76398,1
JOGGING,1.63E+12,-4.978866,-7.818548,3.899105,-0.574196,0.388041,-0.628562,-0.679117,10.250302,-0.469217,1
JOGGING,1.63E+12,-3.662813,-17.248064,-0.298505,-1.656465,-0.010537,-1.773137,3.790008,17.806416,-1.733276,1
JOGGING,1.63E+12,-5.671588,-4.445266,6.696912,1.375017,-0.6814,0.564117,7.627492,-0.463952,-6.158699,1
JOGGING,1.63E+12,-1.191028,-18.111874,-2.454438,0.653454,0.313517,1.313627,-5.715261,13.961867,-0.413706,1
JOGGING,1.63E+12,1.85025,-5.196612,2.270789,0.210284,0.597561,-0.214713,5.445104,-6.05143,-5.756299,1
JOGGING,1.63E+12,-3.988835,-16.625931,0.314656,-1.994722,0.013286,-2.181947,-11.303002,7.343343,16.362881,1
JOGGING,1.63E+12,-5.491528,-6.894918,1.919044,1.61844,-1.433353,1.323553,14.182964,-9.002116,-3.201217,1
JOGGING,1.63E+12,1.211366,-14.178671,-2.545365,0.56427,0.822048,0.433549,-3.404713,10.883929,6.653307,1
JOGGING,1.63E+12,0.12682,-6.880561,1.615754,0.299468,0.035735,0.000764,11.763258,2.952309,0.530784,1
JOGGING,1.63E+12,-5.131408,-16.220346,1.28016,-2.246085,0.766919,-1.84033,-2.416946,9.346745,22.526821,1
JOGGING,1.63E+12,-4.998008,-9.275179,2.105684,2.135522,-1.015534,1.650051,13.663169,-10.856977,-4.827573,1
JOGGING,1.63E+12,0.860818,-8.904889,-3.104687,-0.416751,0.658951,0.252891,5.020983,6.622717,3.620686,1
JOGGING,1.63E+12,0.448056,-10.893924,0.238086,-0.261443,-0.335355,-0.496008,1.305504,-2.321797,0.488624,1
JOGGING,1.63E+12,-7.819146,-13.349558,4.818547,-1.282168,0.807235,-1.466644,2.621013,0.243711,-4.477868,1
JOGGING,1.63E+12,-2.77029,-13.49851,0.424128,1.929667,-0.708583,1.679219,5.756358,-12.038347,-7.9585,1
JOGGING,1.63E+12,0.444467,-4.095316,-0.785444,-0.478752,-0.31871,0.060932,-7.677526,0.29357,7.46136,1
JOGGING,1.63E+12,-1.396212,-15.428921,-2.881557,-1.001789,0.360094,-0.796392,-23.722845,9.9645,-13.662028,1
JOGGING,1.63E+12,-5.745167,-8.889337,5.563313,0.016493,0.464091,-0.415529,9.116526,7.163861,-0.462293,1
JOGGING,1.63E+12,-1.858625,-17.196619,-0.193819,1.904164,-0.364981,1.692352,-1.452749,-6.607319,-4.353406,1
JOGGING,1.63E+12,-0.672383,-2.288735,1.147957,-0.667961,0.481195,-0.103691,-9.053117,-6.28696,8.146715,1
JOGGING,1.63E+12,-0.610768,-17.390436,-2.873182,-1.410904,0.091474,-1.590035,-2.461907,8.468513,17.370564,1
JOGGING,1.63E+12,-3.722036,-5.633901,6.271588,0.842664,-0.410948,-0.102622,5.197875,7.642703,-1.21033,1
JOGGING,1.63E+12,-3.729214,-18.557535,-1.641476,1.360662,0.071775,1.626534,11.22344,10.988244,7.027048,1
JOGGING,1.63E+12,0.736391,-1.33699,1.207777,-0.287556,1.371199,-0.020922,-9.737023,-16.461521,7.85063,1
JOGGING,1.63E+12,0.124427,-19.839491,-1.381257,-2.16301,-0.88863,-1.957613,0.369093,14.229508,7.815516,1
JOGGING,1.63E+12,-4.94058,-3.960121,4.718646,1.542084,-0.580152,0.74279,2.709413,4.035645,-13.141016,1
JOGGING,1.63E+12,-1.414756,-18.483358,-2.557329,0.908177,0.55526,1.254375,0.365195,30.103683,2.400584,1
JOGGING,1.63E+12,1.782055,-4.779065,2.048256,-0.118352,0.29168,-0.131027,-7.447321,-15.287924,-1.249808,1
JOGGING,1.63E+12,-3.568297,-16.861025,0.112463,-2.081156,0.230748,-2.108645,15.463042,11.944904,7.493448,1
JOGGING,1.63E+12,-5.685945,-7.063612,1.807179,1.940051,-1.109299,1.31546,12.182775,-7.061345,-4.928138,1
JOGGING,1.63E+12,1.706681,-12.14537,-3.001198,0.069637,0.481958,0.709652,-8.016505,15.897238,3.418561,1
JOGGING,1.63E+12,2.269592,-8.831908,1.037887,0.089184,0.870457,-0.449125,5.746412,-2.434435,-12.142717,1
JOGGING,1.63E+12,-7.020542,-14.7356,2.76371,-1.722742,0.010995,-1.797724,11.410996,8.378951,-0.897737,1
JOGGING,1.63E+12,-3.695714,-13.251451,1.959722,2.543721,-1.07952,1.566823,14.310142,-8.936337,-5.492196,1
JOGGING,1.63E+12,1.847259,-4.621737,-2.439483,-0.786771,0.392469,0.0901,1.093395,7.203474,8.10707,1
JOGGING,1.63E+12,0.509073,-13.255639,0.71665,-0.080021,-0.004581,-0.362538,8.605655,7.362202,6.888468,1
JOGGING,1.63E+12,-7.78804,-11.868999,3.760321,-1.287971,0.620621,-1.261247,0.947378,7.188029,-24.51285,1
JOGGING,1.63E+12,-1.057628,-15.897315,1.353141,2.426133,-0.396287,1.764738,7.590242,-7.524831,-6.718105,1
JOGGING,1.63E+12,1.184447,-3.341577,-1.91366,-0.887103,0.03268,-0.05803,1.178457,2.87864,5.940303,1
JOGGING,1.63E+12,-1.534397,-15.12563,0.136989,-0.496313,-0.020616,-0.871068,-6.655599,-4.773583,-2.635652,1
JOGGING,1.63E+12,-6.994819,-8.757133,4.252046,-0.61833,0.348488,-0.491885,10.222586,-3.005619,-4.836241,1
JOGGING,1.63E+12,-1.801197,-17.1691,-0.029312,2.256164,-0.21624,1.683953,-3.773751,26.014544,0.953113,1
JOGGING,1.63E+12,0.783051,-1.782653,-0.342772,-1.106397,0.36941,-0.206772,-5.236766,0.758767,5.207405,1
JOGGING,1.63E+12,-1.861616,-17.432909,-1.97348,-1.015075,0.632074,-1.364938,-11.40279,15.387222,12.617415,1
JOGGING,1.63E+12,-5.047659,-6.363712,6.252446,0.440115,-0.433702,-0.235787,12.859636,-8.002609,-4.893796,1
JOGGING,1.63E+12,-2.233102,-19.044476,-1.865803,1.746107,-0.291527,1.697392,-5.480059,-5.937775,0.464273,1
JOGGING,1.63E+12,-0.728615,-1.634896,0.218345,-0.571753,1.120141,-0.122017,-9.751741,-9.150059,5.415168,1
JOGGING,1.63E+12,1.29033,-18.666409,0.041276,-1.625923,-0.473865,-1.880493,-8.814628,-1.106115,12.034063,1
JOGGING,1.63E+12,-5.291129,-3.633501,3.969693,1.003317,-0.962695,0.265108,11.50283,-8.55351,-3.476321,1
JOGGING,1.63E+12,-1.086342,-19.615763,-2.02014,1.509251,0.316113,1.494896,10.09807,7.680714,6.884021,1
JOGGING,1.63E+12,-0.083749,-3.979862,2.192424,-0.30298,1.026682,-0.036345,-5.023689,-14.883951,6.743516,1
JOGGING,1.63E+12,-2.510071,-17.365313,-0.095713,-1.989835,-0.157446,-2.325037,-2.115341,19.154942,2.545922,1
JOGGING,1.63E+12,-5.611767,-5.542974,2.079961,1.885685,-0.891226,1.382653,5.558134,-9.299094,-4.389905,1
JOGGING,1.63E+12,-0.98345,-14.904294,-2.187638,0.755313,0.579541,1.054017,-1.987901,24.777864,1.02787,1
JOGGING,1.63E+12,2.030908,-6.626922,1.68694,-0.361927,0.160958,-0.459815,-10.172198,-15.734443,2.037241,1
JOGGING,1.63E+12,-5.010571,-16.00918,1.266401,-2.115975,0.361011,-2.140867,10.378641,19.602575,-3.102339,1
JOGGING,1.63E+12,-5.168497,-10.762917,2.821138,2.355122,-0.709957,1.756491,-5.753414,-4.458212,-11.073005,1
JOGGING,1.63E+12,1.301097,-7.265806,-4.012764,-0.503949,-0.020005,0.50288,-2.179296,18.281063,2.051473,1
JOGGING,1.63E+12,2.041676,-11.617154,1.780858,-0.072996,0.742485,-0.807082,1.829799,-6.187548,-14.144678,1
JOGGING,1.63E+12,-8.49811,-12.603595,3.142374,-1.414569,0.09407,-1.283237,8.13665,5.563823,2.653455,1
JOGGING,1.63E+12,-0.869193,-16.588243,0.865005,2.790503,-0.417361,1.821852,3.627255,7.053423,2.417499,1
JOGGING,1.63E+12,0.47019,-1.512264,0.047258,-1.1319,0.043828,-0.211506,-9.447996,-16.349884,7.754424,1
JOGGING,1.63E+12,-1.846063,-17.053646,-2.158924,-0.921005,0.547472,-0.958114,4.404419,0.532687,-4.477444,1
JOGGING,1.63E+12,-7.692327,-7.446464,4.928018,-0.048257,0.093001,-0.66506,1.759783,4.73396,-7.006381,1
JOGGING,1.63E+12,-2.571686,-17.9695,-1.210768,1.977771,-0.52258,1.90004,3.577152,21.554241,0.82373,1
JOGGING,1.63E+12,1.022932,-1.231705,-0.293719,-0.685523,1.048519,-0.010995,-1.46289,2.630045,4.11881,1
JOGGING,1.63E+12,-1.034896,-18.665812,-0.767498,-1.489856,-0.413849,-1.621341,-20.891672,18.042795,-13.474034,1
JOGGING,1.63E+12,-4.329813,-4.773681,5.812765,0.972469,-0.065361,-0.138815,9.646662,-6.94896,-4.020956,1
JOGGING,1.63E+12,-3.138187,-18.800407,-1.91366,1.568961,0.373839,1.758476,-11.846271,17.331177,8.382545,1
JOGGING,1.63E+12,2.400001,-4.581059,1.298705,-0.652538,0.654065,-0.018478,-9.778771,-5.506038,7.863225,1
JOGGING,1.63E+12,-2.701497,-16.582859,-0.059821,-1.732516,-0.296261,-2.423384,-8.118793,1.87388,10.383716,1
JOGGING,1.63E+12,-6.257231,-6.390631,2.189433,1.53399,-0.736529,1.3628,10.294125,-11.03565,-5.757264,1
JOGGING,1.63E+12,1.6002,-13.704892,-3.150151,-0.031611,-0.239147,0.691479,4.003808,4.529341,3.268185,1
JOGGING,1.63E+12,0.363111,-7.146165,1.341775,0.338257,0.844954,-0.043981,-9.35932,-19.088253,1.607758,1
JOGGING,1.63E+12,-4.231707,-16.045073,1.993819,-2.011978,0.060168,-2.125748,-6.460977,10.901337,-5.893449,1
JOGGING,1.63E+12,-5.165506,-10.476974,2.852843,2.434379,-0.303897,1.815591,2.576682,-6.033636,-8.31128,1
SITTING,1.63E+12,-0.171685,4.856832,8.304291,-0.123544,-0.102928,0.067957,-1.518128,0.591121,0.249547,1
SITTING,1.63E+12,1.453042,4.92084,8.402397,0.028863,0.018936,-0.275339,-0.569485,0.144082,-0.068302,1
SITTING,1.63E+12,1.502094,4.989634,7.828119,0.146298,0.338409,-0.167678,-1.205421,0.176384,0.238332,1
SITTING,1.63E+12,0.856032,5.3007,8.067402,0.065513,0.151185,-0.000153,-0.980212,0.219829,0.138932,1
SITTING,1.63E+12,0.660419,5.35753,7.848458,-0.000153,0.094376,-0.098805,-1.12263,0.127053,0.208051,1
SITTING,1.63E+12,0.564108,5.157131,8.075178,-0.288473,-0.238383,-0.10476,-0.71728,-0.143688,0.403706,1
SITTING,1.63E+12,0.924826,4.795217,8.370093,0.149047,0.49219,0.226777,-1.772178,0.664117,-0.072484,1
SITTING,1.63E+12,-0.021535,3.672385,7.546963,-0.224334,2.174006,0.224792,-3.084359,1.326643,0.155796,1
SITTING,1.63E+12,-3.516851,3.712464,7.907681,-0.361316,0.518151,-0.137746,-0.777615,0.904991,-0.151237,1
SITTING,1.63E+12,-3.131008,2.5669,6.426523,-1.400826,1.22933,-1.480388,-1.450814,2.477574,-0.333043,1
SITTING,1.63E+12,-9.259625,-1.409971,5.776872,-0.427898,2.001746,-2.845174,-1.314749,0.898111,3.452425,1
SITTING,1.63E+12,-10.179666,-5.955736,3.228516,0.021227,0.907872,-1.604238,12.889114,-2.518258,-6.516793,1
SITTING,1.63E+12,-9.090932,-5.799604,3.27398,-0.193333,-1.127166,3.228786,6.552839,-1.115522,0.499054,1
SITTING,1.63E+12,-8.319246,-1.048056,4.238287,0.304507,-0.249226,1.096776,-0.222918,1.940736,-0.424294,1
SITTING,1.63E+12,-7.334599,-0.551546,4.863412,-0.375976,-0.53159,-0.049173,1.711054,0.93441,0.380584,1
SITTING,1.63E+12,-8.105088,-3.026921,4.874778,-0.457372,0.014049,-0.218683,3.677031,1.506379,0.57048,1
SITTING,1.63E+12,-8.529815,2.070988,6.79442,-0.330163,-0.662006,1.619814,1.515249,-3.758786,-3.022252,1
SITTING,1.63E+12,-3.3673,0.895514,6.815955,0.811663,-0.008857,-0.691174,-3.979517,-0.43768,-0.440265,1
SITTING,1.63E+12,-8.836096,-0.447458,5.685347,0.086588,0.217462,-1.24567,-3.193165,3.809316,-3.721841,1
SITTING,1.63E+12,-8.942576,-0.61017,6.223134,-1.081352,-0.481958,0.147978,-1.790705,0.520853,1.550678,1
SITTING,1.63E+12,-5.480162,-0.977468,5.907879,0.588093,1.382042,-0.430647,-0.518116,-1.316485,-0.61994,1
SITTING,1.63E+12,-9.576674,-2.46042,3.942774,0.245713,0.072844,-0.356582,4.937761,-0.369744,0.765745,1
SITTING,1.63E+12,-8.673384,-1.114457,4.40399,-0.347419,-0.729046,0.087809,0.071694,-0.729867,2.971399,1
SITTING,1.63E+12,-7.59781,-3.686143,4.54397,0.458441,1.101663,0.578625,-1.45552,1.465309,-2.186505,1
SITTING,1.63E+12,-9.102896,-0.414557,4.039683,-0.006719,0.002596,0.014813,-0.140067,1.845347,-3.449274,1
SITTING,1.63E+12,-8.642876,-0.525225,2.985046,-0.347572,0.052991,-0.928335,-2.697062,-6.93872,2.30201,1
SITTING,1.63E+12,-8.452646,-2.747559,4.196413,0.040469,-0.594354,-0.229679,1.63454,-1.92094,-0.84993,1
SITTING,1.63E+12,-7.891529,-5.337191,5.239683,0.501811,0.013897,-0.733169,-3.139791,9.104753,-1.769723,1
SITTING,1.63E+12,-8.091928,-2.830709,3.162115,-0.395829,0.306798,-0.293207,0.749737,-0.301657,3.822392,1
SITTING,1.63E+12,-8.397611,-4.702495,3.508476,0.019853,0.206466,-0.049631,-0.773223,0.135437,-1.339504,1
SITTING,1.63E+12,-7.978269,-4.549952,3.232105,-0.054976,0.3407,-0.069942,-0.257013,-0.323214,-0.318581,1
SITTING,1.63E+12,-8.109874,-4.955536,2.994617,-0.030848,-0.348488,0.08674,0.211323,0.300603,-0.340429,1
SITTING,1.63E+12,-7.34776,-4.525426,4.143172,0.023823,-0.763559,0.242812,-0.221649,-0.250024,-0.08114,1
SITTING,1.63E+12,-7.385447,-4.253242,4.332205,-0.024892,0.620315,-0.278394,-1.950439,-0.575739,-0.824161,1
SITTING,1.63E+12,-7.603792,-4.843073,3.650849,0.03268,0.057267,-0.019089,-0.089746,-0.069455,-0.031919,1
SITTING,1.63E+12,-8.048259,-4.719842,2.792424,-0.003971,-0.007177,0.003512,-0.042255,-0.079864,0.062771,1
SITTING,1.63E+12,-8.047661,-4.691727,2.78046,0.000458,-0.000305,0.000611,-0.046729,-0.065564,0.053855,1
SITTING,1.63E+12,-8.051848,-4.694718,2.771487,0.000153,-0.001985,0.000916,-0.069898,-0.047905,0.029491,1
SITTING,1.63E+12,-8.053643,-4.698307,2.760719,0.000458,-0.001985,0,-0.083688,-0.036224,0.028876,1
SITTING,1.63E+12,-7.972885,-4.721039,2.946163,-0.001527,0.011148,0.000458,-0.078971,-0.024465,0.024079,1
SITTING,1.63E+12,-7.973483,-4.715057,2.943172,0.003665,-0.019242,-0.001374,-0.085218,-0.038635,0.030033,1
SITTING,1.63E+12,-7.962716,-4.706682,2.961716,-0.003818,-0.012675,0.000305,-0.083578,-0.037991,0.026188,1
SITTING,1.63E+12,-7.943573,-4.730012,2.994617,0.000764,0.026419,-0.002749,-0.098428,-0.021874,-0.007042,1
SITTING,1.63E+12,-7.995617,-4.712066,2.922833,-0.001833,-0.020769,-0.001985,-0.063074,-0.035742,0.047545,1
SITTING,1.63E+12,-7.947162,-4.735396,2.981457,0.006108,0.011453,-0.000611,-0.078238,-0.018213,0.024481,1
SITTING,1.63E+12,-7.951948,-4.706682,2.969493,-0.002902,-0.009926,0.000458,-0.108445,-0.047343,0.006186,1
SITTING,1.63E+12,-7.9681,-4.733602,2.961118,0.000764,0.013897,0.003054,-0.065061,-0.031614,0.036925,1
SITTING,1.63E+12,-7.959724,-4.722834,2.961118,-0.002291,-0.007636,-0.00168,-0.100768,-0.013318,0.000421,1
SITTING,1.63E+12,-7.980063,-4.716852,2.946163,0.003054,0.003818,0.003207,-0.065053,-0.03942,0.052411,1
SITTING,1.63E+12,-7.95135,-4.71745,2.97368,-0.001069,0.002443,-0.000305,-0.093867,-0.027174,0.004468,1
SITTING,1.63E+12,-7.978867,-4.719244,2.946761,-0.001222,-0.00733,-0.000916,-0.074789,-0.029789,0.011111,1
SITTING,1.63E+12,-7.983653,-4.70728,2.940181,0.000305,-0.023365,-0.001069,-0.073576,-0.059599,0.071904,1
SITTING,1.63E+12,-7.989635,-4.713861,2.887539,0.004734,0.001527,0.00565,-0.036475,-0.085279,0.057854,1
SITTING,1.63E+12,-7.95434,-4.692924,2.972484,-0.001985,0.006872,0.00565,-0.057228,-0.102313,0.034159,1
