Activity,Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,LinearAccX,LinearAccY,LinearAccZ,Subject
DRIVING,1.63E+12,-2.138585,0.945763,-9.509675,-0.020311,-0.035276,-0.027488,-0.069998,-0.521713,-1.057271,2
DRIVING,1.63E+12,-2.428715,1.04028,-9.913465,-0.027641,-0.001222,-0.008094,0.233882,0.230043,1.539472,2
DRIVING,1.63E+12,-2.319842,0.914058,-9.430114,-0.024434,0.065055,0.016493,-0.088568,-0.302342,-0.925192,2
DRIVING,1.63E+12,-2.276771,0.934397,-9.766904,0.001985,0.015424,0.019242,0.042585,0.35848,1.625909,2
DRIVING,1.63E+12,-2.29352,0.982254,-9.559925,-0.009926,0.005345,0.012064,0.499203,0.506555,2.042155,2
DRIVING,1.63E+12,-2.02373,1.018744,-9.526425,0.00565,0.012522,0,0.879736,0.034559,-0.671917,2
DRIVING,1.63E+12,-2.521437,1.054637,-10.184451,-0.01466,0.009621,0.026266,1.020022,-0.050923,-0.007321,2
DRIVING,1.63E+12,-2.605186,1.0002,-9.815957,-0.022907,-0.007941,-0.000153,0.393548,-0.096533,-0.285589,2
DRIVING,1.63E+12,-2.745166,0.962513,-10.006784,-0.003512,-0.004276,0.027794,0.080126,-0.034851,0.211637,2
DRIVING,1.63E+12,-2.603989,0.97029,-9.619147,-0.016951,-0.00336,0.006261,0.209504,-0.113665,-0.096459,2
DRIVING,1.63E+12,-2.608177,1.012762,-9.619745,0.013133,0.005039,0.029321,-0.317459,-0.233401,0.549158,2
DRIVING,1.63E+12,-2.128416,1.173081,-9.868599,0.028557,0.001222,-0.027488,-0.073243,0.204401,-0.234483,2
DRIVING,1.63E+12,-2.484946,1.269991,-9.757333,-0.011301,0.017562,0.021838,-0.142232,0.593454,-0.168138,2
DRIVING,1.63E+12,-2.290529,1.226322,-9.803394,0.002902,0.012675,0.005345,0.012921,0.165635,1.920008,2
DRIVING,1.63E+12,-1.269392,2.138585,8.26122,0.028404,-0.039705,-0.032986,0.282351,-0.806294,0.928365,2
DRIVING,1.63E+12,-1.971088,3.891926,8.513064,0.155766,0.240063,-0.091627,0.479459,-1.041865,0.754509,2
DRIVING,1.63E+12,-2.038685,3.515056,8.606983,-0.009774,0.065972,0.058947,0.327499,-0.909974,0.694949,2
DRIVING,1.63E+12,-2.575275,3.02034,8.198408,-0.092238,0.087504,0.007636,0.816381,-1.228846,1.28476,2
DRIVING,1.63E+12,-2.407778,2.57707,9.06162,-0.546556,0.071622,0.23258,0.015596,-1.682078,0.410009,2
DRIVING,1.63E+12,-2.612962,1.395016,9.632308,-0.551442,0.401021,0.277783,0.14042,-1.159747,-0.141669,2
DRIVING,1.63E+12,-2.383251,1.599004,9.332008,-0.35307,0.004887,0.175771,0.555561,-1.447339,0.30535,2
DRIVING,1.63E+12,-1.386042,1.091725,9.287741,-0.083533,-0.348946,0.30634,-0.250267,-0.824585,0.381092,2
DRIVING,1.63E+12,-1.918446,1.470988,9.364311,0.071775,-0.067957,-0.054976,0.045761,-1.047864,0.256094,2
WALKING,1.63E+12,-2.223531,3.869792,8.799605,0.294428,-0.457677,0.348946,-1.288857,1.691063,0.308429,1
WALKING,1.63E+12,0.047258,2.287539,7.609176,0.015118,0.067346,-0.000916,-0.637856,0.749455,1.027472,1
WALKING,1.63E+12,-0.208774,3.169892,10.50509,0.007025,0.144771,0.1098,-0.417772,0.797187,-1.766852,1
WALKING,1.63E+12,0.629911,1.697109,8.904889,0.116061,0.139579,0.366966,-0.570549,1.672733,1.136527,1
WALKING,1.63E+12,1.102493,1.596611,7.020542,0.149658,-0.263428,0.02703,-0.199403,2.49754,1.914697,1
WALKING,1.63E+12,3.933202,-6.229115,3.550949,-3.205879,0.399189,3.461671,-3.188093,5.272473,3.374234,1
WALKING,1.63E+12,-4.738985,-9.912866,17.011175,-3.186332,5.514729,-0.063986,3.140211,-0.773453,-11.24273,1
WALKING,1.63E+12,-9.646067,-3.479762,6.638288,0.346503,1.609124,2.533489,-7.857016,7.935663,0.286475,1
WALKING,1.63E+12,-5.886343,-11.87857,-0.145962,-1.614164,-1.099831,0.570989,-4.351451,7.359087,1.194193,1
WALKING,1.63E+12,-7.141977,-2.608775,0.10349,0.563048,2.580982,-0.137746,-0.393051,0.388065,2.084895,1
WALKING,1.63E+12,-9.754341,-5.047659,-2.598007,0.540142,1.646691,0.008705,0.980245,2.504522,-0.217578,1
WALKING,1.63E+12,-7.878967,-6.660422,-2.38026,0.386514,-1.555064,0.119726,3.12294,6.09182,1.897648,1
WALKING,1.63E+12,-7.316055,-6.39422,-1.753939,-0.84526,1.204591,-0.021838,2.832198,1.40187,1.2073,1
WALKING,1.63E+12,-7.814959,-2.638087,-3.369693,-0.679262,0.191959,0.736224,-1.824123,-4.295323,-3.485595,1
WALKING,1.63E+12,-6.574878,-9.390035,-6.104689,0.197762,0.284808,-1.256818,-6.258868,8.930388,1.685309,1
WALKING,1.63E+12,-9.428918,-2.68056,-2.794817,-0.365898,-0.65941,1.332411,3.685089,-2.688722,-0.584994,1
WALKING,1.63E+12,-8.815757,-3.12383,-4.234698,-0.181727,-0.329858,0.722632,-4.378201,-2.31039,0.850673,1
WALKING,1.63E+12,-7.388438,-2.425724,-2.517249,0.56259,-0.677735,0.050853,-0.324399,1.75536,0.861795,1
WALKING,1.63E+12,-8.549556,-5.266005,-0.622732,0.579236,0.037414,-1.706402,-1.548448,3.402925,-2.389536,1
WALKING,1.63E+12,-8.638688,-8.087142,-1.416551,0.42912,-1.397313,-1.798334,-2.166098,5.10285,-1.441074,1
WALKING,1.63E+12,-3.114259,-7.839485,-0.422931,-0.129347,0.844191,-0.713775,-3.223632,-0.205508,-5.604167,1
WALKING,1.63E+12,-7.119844,-8.733803,2.612962,0.422248,-0.908635,-1.464659,2.056549,-2.631037,-4.470771,1
WALKING,1.63E+12,-1.978864,-12.388839,-0.008973,1.46924,-0.7321,0.923754,1.009284,5.212905,-1.227856,1
WALKING,1.63E+12,-2.894717,-4.073781,1.450649,-1.173132,0.461953,0.284197,-2.9211,-4.604747,2.187214,1
WALKING,1.63E+12,-5.422136,-12.208779,3.657429,-0.202649,0.304507,0.40041,3.148078,1.364173,11.670033,1
WALKING,1.63E+12,-0.644866,-8.458628,-2.676372,-1.443585,0.959336,-2.093679,-6.131524,-1.522104,7.526934,1
WALKING,1.63E+12,-0.704686,-11.82174,0.238684,-0.432938,-0.207535,-0.824033,-2.512885,2.911319,-4.527263,1
WALKING,1.63E+12,-2.465205,-14.202599,-0.726222,2.425216,0.47585,1.027598,3.221493,1.966137,-1.818749,1
WALKING,1.63E+12,-0.214756,-5.719444,-1.637887,-0.315808,-0.607182,0.678957,-4.734532,-4.680151,4.34132,1
WALKING,1.63E+12,-1.899303,-9.976874,3.672983,-0.71912,-0.637419,-0.173786,-2.42897,-0.976515,-3.481095,1
WALKING,1.63E+12,0.598206,-12.329019,-2.74038,-0.697893,0.212728,-0.419957,-7.310534,-6.28673,8.507924,1
WALKING,1.63E+12,-1.658824,-8.425727,0.147159,-0.940247,0.995681,-0.428509,-1.928609,-1.204627,-0.386864,1
WALKING,1.63E+12,-3.522833,-12.319448,2.092523,1.807955,0.978425,0.305576,-7.73557,7.335618,10.823304,1
WALKING,1.63E+12,-1.423131,-12.059826,-0.924228,1.552316,-0.231969,1.180768,-4.011862,5.357913,4.813168,1
WALKING,1.63E+12,-0.821336,-12.320045,-1.832304,0.997514,-0.158362,1.408767,-1.882959,-2.129158,2.786019,1
WALKING,1.63E+12,-0.816551,-8.360522,2.441277,-0.707208,-0.762948,0.094223,-6.543018,-6.004749,4.67147,1
WALKING,1.63E+12,0.251845,-9.762118,-0.566501,-0.251669,0.373075,-0.574196,-3.229647,0.029914,-14.859101,1
WALKING,1.63E+12,-1.731207,-9.891929,-1.787439,-1.533074,1.017213,-0.655745,5.094614,6.919339,4.65264,1
WALKING,1.63E+12,-2.129014,-11.025529,0.467199,0.132707,0.928488,-0.44882,0.95708,1.607542,-0.610398,1
WALKING,1.63E+12,-2.908476,-13.664812,-0.399601,1.950283,-0.328483,1.504211,-0.368325,8.339206,0.495108,1
WALKING,1.63E+12,0.311665,-5.985048,-1.89033,-0.481348,-1.700599,0.88466,-6.103063,-6.96013,6.679902,1
WALKING,1.63E+12,-2.452045,-11.586645,2.912065,-0.486082,0.404228,-0.125376,-2.61481,1.289662,-10.213639,1
WALKING,1.63E+12,-0.230309,-11.054841,-0.611964,-0.860226,0.26297,-0.90833,-8.561853,-5.628296,5.506921,1
WALKING,1.63E+12,-1.961516,-8.898908,-0.184846,-0.838541,0.825102,-0.578778,-0.189635,-1.410879,-2.372012,1
WALKING,1.63E+12,-4.692325,-11.685947,1.610968,1.693421,-0.342074,0.716982,9.552851,1.57369,-7.579875,1
WALKING,1.63E+12,-0.723231,-11.316257,-2.102095,0.6814,-0.632074,1.230857,-5.129428,9.039223,9.741824,1
WALKING,1.63E+12,-0.79023,-9.108877,2.754737,-0.738667,-0.466382,0.085213,-6.484275,-4.917173,5.067566,1
WALKING,1.63E+12,0.119043,-9.920643,-1.003191,-0.409879,0.372617,-0.602754,5.853829,17.238377,3.600537,1
WALKING,1.63E+12,-1.759323,-9.521041,-2.179263,-1.304312,1.06318,-0.627798,3.174444,-1.28875,1.77769,1
WALKING,1.63E+12,-2.889931,-10.956735,0.753739,0.373839,0.592216,-0.278546,2.090956,1.205947,-1.368517,1
WALKING,1.63E+12,-2.133201,-13.383656,-0.704686,1.899124,-0.305882,1.316834,2.373449,5.092325,-3.354178,1
WALKING,1.63E+12,0.980459,-5.017749,-2.347359,-0.725076,-1.332869,0.587024,-5.330231,-6.826732,6.287858,1
WALKING,1.63E+12,-3.941577,-14.344972,2.875575,-0.129958,0.382238,-0.056045,-6.688347,-4.741452,-0.647462,1
WALKING,1.63E+12,0.567697,-8.99821,0.050847,-0.983006,0.284197,-0.772416,-9.457421,-7.368229,6.237805,1
WALKING,1.63E+12,-1.566102,-9.08136,-0.771087,-0.783412,0.890463,-0.625202,0.137127,-1.996544,-0.948078,1
WALKING,1.63E+12,-4.409374,-12.60539,1.980061,1.976854,0.014049,0.966666,9.400296,2.584079,-8.295002,1
WALKING,1.63E+12,-0.434896,-9.844072,-2.1338,0.312754,-0.803875,0.983617,-0.224907,-1.906629,2.139218,1
WALKING,1.63E+12,-2.072184,-9.873982,2.957529,-0.646735,-0.260068,-0.062154,-6.190131,-6.191064,4.935212,1
WALKING,1.63E+12,1.380659,-9.781859,-1.893321,-0.565645,-0.253807,-0.509141,3.587138,22.078808,5.736426,1
WALKING,1.63E+12,-1.737189,-9.369696,-1.200599,-1.253153,1.338519,-0.594813,0.192147,-1.655049,0.738079,1
WALKING,1.63E+12,-4.159922,-11.934801,1.301097,0.716829,0.383459,0.041996,7.984918,2.619091,1.870808,1
WALKING,1.63E+12,-1.660619,-12.224931,-0.7669,1.555981,-0.070706,1.214517,1.041598,3.006331,-5.675929,1
WALKING,1.63E+12,1.608575,-5.573482,-1.678565,-0.811969,-1.21467,0.21624,-3.871688,-5.166431,4.517528,1
WALKING,1.63E+12,-4.350152,-13.953745,4.531408,-0.031,0.28328,-0.090864,-6.853469,-5.196525,-1.080538,1
WALKING,1.63E+12,0.552742,-8.480164,-2.088336,-1.141368,0.638335,-0.741416,4.324585,-1.7679,-4.099522,1
WALKING,1.63E+12,-1.485345,-10.362119,-0.324227,-0.514486,0.66002,-0.55694,1.314882,-1.399681,-0.375848,1
WALKING,1.63E+12,-3.261417,-13.736597,-0.129212,2.103147,-0.095445,1.060278,8.940539,1.479377,-6.301263,1
WALKING,1.63E+12,-0.464208,-6.905088,-1.478764,0.054518,-1.132663,1.052795,-2.563718,-1.521408,3.568416,1
WALKING,1.63E+12,-2.245664,-10.262816,3.967898,-0.611153,-0.055129,-0.273201,16.516495,12.621399,-3.86773,1
WALKING,1.63E+12,0.522234,-11.569298,-2.85045,-0.973691,0.194249,-0.600157,4.27805,7.25851,-8.928202,1
WALKING,1.63E+12,-1.655235,-8.601001,0.564108,-0.818993,1.122585,-0.569004,0.431152,-0.300202,3.577278,1
WALKING,1.63E+12,-5.181657,-11.632109,1.669592,1.4332,-0.297941,0.550831,9.052585,3.328703,-0.84886,1
WALKING,1.63E+12,-0.115454,-12.460026,-1.74018,1.081352,-0.261443,1.182906,3.303349,-0.697803,0.741112,1
WALKING,1.63E+12,-0.760319,-7.876574,2.666801,-0.63238,-0.676819,0.013133,-6.451249,-8.169664,5.625148,1
WALKING,1.63E+12,0.379861,-10.049855,-0.897308,-0.319473,0.552969,-0.518151,-3.717811,2.74403,5.090607,1
WALKING,1.63E+12,-1.421337,-9.885348,-1.969293,-1.516276,0.602448,-0.560758,4.091892,-4.703083,-4.86655,1
WALKING,1.63E+12,-2.675774,-10.979466,0.814756,0.060474,0.630089,-0.431258,1.47367,3.707307,-6.008816,1
WALKING,1.63E+12,-2.263012,-13.479966,-0.798006,1.934095,-0.299926,1.245212,7.715877,1.353195,-4.047146,1
WALKING,1.63E+12,0.323031,-5.892326,-1.146162,-0.513723,-1.278503,0.715302,-2.175947,-3.043419,3.508695,1
WALKING,1.63E+12,-3.547958,-12.628121,2.986243,-0.017409,0.114534,0.029168,5.849675,0.017583,1.131379,1
WALKING,1.63E+12,0.722034,-10.061819,-0.83689,-1.225665,0.204328,-0.862822,2.309437,6.851632,6.416464,1
WALKING,1.63E+12,-1.485345,-8.830712,-0.601197,-0.84526,0.97873,-0.569768,1.604706,-0.157473,3.644078,1
WALKING,1.63E+12,-4.899304,-12.026925,1.663012,1.588203,-0.18753,0.678499,6.797932,2.463825,-2.553465,1
WALKING,1.63E+12,-0.275175,-11.689537,-1.573281,0.939025,-0.34406,1.148087,5.305042,-1.599464,0.468445,1
WALKING,1.63E+12,-0.202792,-8.006385,2.206182,-0.686745,-0.781274,0.145687,-3.429517,-3.114119,0.530129,1
WALKING,1.63E+12,-0.221934,-10.374681,-0.324227,-0.239758,0.200052,-0.536935,-7.300244,-6.364594,-0.708981,1
WALKING,1.63E+12,-1.808974,-9.911072,-2.228914,-1.596449,0.933833,-0.518151,4.096861,-0.812801,-2.956723,1
WALKING,1.63E+12,-2.256432,-10.818549,0.349352,-0.001069,0.772111,-0.408199,2.597651,1.054497,-0.73067,1
WALKING,1.63E+12,-2.072783,-13.261621,-0.293121,2.07291,-0.057878,1.21696,-3.822054,8.418537,7.905982,1
WALKING,1.63E+12,-0.297906,-6.311069,-1.085743,-0.248004,-1.162442,0.713928,3.191646,-0.2384,0.257556,1
WALKING,1.63E+12,-2.670988,-11.3019,3.92722,-0.414307,0.016646,0.01069,9.064507,10.874991,-22.758224,1
WALKING,1.63E+12,-0.035294,-11.223535,-1.800001,-0.929251,0.255181,-0.711332,-5.912559,1.180853,6.723984,1
WALKING,1.63E+12,-1.683949,-8.799605,-0.178863,-0.806318,0.983617,-0.594202,4.834645,0.376169,-11.28027,1
WALKING,1.63E+12,-5.239683,-11.749357,1.651048,1.47764,-0.361469,0.499368,3.920114,2.993437,-7.179135,1
WALKING,1.63E+12,-0.771685,-11.852249,-1.624128,1.068983,-0.238078,1.159693,-4.320363,3.155504,6.27319,1
WALKING,1.63E+12,0.818345,-7.053443,1.698904,-0.801279,-0.886034,0.153475,-4.670118,-4.003316,4.313243,1
WALKING,1.63E+12,-1.908874,-11.824133,0.560519,-0.202496,0.397203,-0.360705,9.244664,15.209801,-27.098055,1
WALKING,1.63E+12,-1.106082,-9.393623,-2.026123,-1.515818,0.86496,-0.596492,-0.929751,5.669215,5.565577,1
WALKING,1.63E+12,-1.885544,-10.532009,0.387637,-0.228762,0.556024,-0.439963,1.595931,2.969631,-5.30321,1
WALKING,1.63E+12,-2.782853,-14.039886,-0.604786,2.18607,-0.015729,1.121363,3.786678,2.94568,-2.9029,1
WALKING,1.63E+12,-0.930808,-6.541379,-0.987638,-0.011148,-1.190847,0.937192,-4.361651,-5.494489,4.859287,1
WALKING,1.63E+12,-2.159523,-9.405587,3.870989,-0.692701,-0.050395,-0.392622,-5.931514,-3.668612,1.725894,1
WALKING,1.63E+12,-0.004187,-12.301501,-2.497509,-0.87794,0.258847,-0.508683,-8.895881,-2.848975,9.431001,1
WALKING,1.63E+12,-2.21695,-8.455637,0.350549,-0.994001,0.768751,-0.523954,2.493419,-0.334969,1.373529,1
WALKING,1.63E+12,-4.095914,-11.880364,1.14018,1.001942,0.19257,0.040927,9.685836,2.553731,-1.370848,1
WALKING,1.63E+12,-1.278964,-13.080365,-1.536192,1.615844,-0.117741,1.31546,-1.560191,6.198767,-3.876714,1
WALKING,1.63E+12,2.099702,-4.965705,-0.670589,-0.63238,-1.05982,0.189821,-5.120444,-5.954309,3.705641,1
WALKING,1.63E+12,-4.651647,-14.51905,4.786842,-0.178826,0.216851,-0.026725,-8.099768,-7.198723,-0.502582,1
WALKING,1.63E+12,0.4666,-7.683952,-2.559722,-1.332105,0.663991,-0.719273,4.471256,0.34655,-0.587131,1
WALKING,1.63E+12,-1.42014,-10.11147,-0.838684,-0.591453,0.475239,-0.653912,0.146482,-1.085235,0.322888,1
WALKING,1.63E+12,-4.324429,-13.064214,1.078565,1.921573,-0.423164,0.831363,10.110727,3.871784,-7.474292,1
WALKING,1.63E+12,-0.122632,-8.863613,-1.804188,0.416903,-0.62734,1.105786,-0.024956,-0.75633,1.571895,1
WALKING,1.63E+12,-2.7338,-9.822537,3.303292,-0.54457,0.036345,-0.013286,7.015111,5.077174,-20.000423,1
WALKING,1.63E+12,2.283949,-10.177871,-1.960918,-0.644291,0.096056,-0.828614,-4.837764,4.337138,4.573588,1
WALKING,1.63E+12,-2.268994,-9.07478,-0.397807,-1.222,1.155112,-0.636961,2.970611,-5.225031,-7.304559,1
WALKING,1.63E+12,-3.924229,-11.797812,0.22014,0.527161,0.198678,0.015577,4.581866,2.951669,-4.351479,1
WALKING,1.63E+12,-1.175474,-12.781262,-0.969093,1.685175,-0.310005,1.309046,0.794118,0.106311,1.507551,1
WALKING,1.63E+12,1.805385,-5.505885,-1.81017,-0.611916,-1.085934,0.352612,-1.521744,-4.110013,3.452348,1
WALKING,1.63E+12,-3.236293,-12.935001,4.351946,0.137899,0.211811,-0.176535,0.769691,-3.922253,2.559918,1
WALKING,1.63E+12,-0.662812,-9.332008,-2.139782,-1.462826,0.655897,-0.725228,3.985244,-0.279011,-1.714681,1
WALKING,1.63E+12,-1.638485,-10.280763,-0.147757,-0.420263,0.562438,-0.590231,2.516077,0.852379,-1.633785,1
WALKING,1.63E+12,-3.352943,-13.476975,-0.436092,1.962347,-0.121711,1.095555,11.120377,3.313725,-7.109169,1
WALKING,1.63E+12,-0.298505,-7.19462,-1.11685,0.128583,-1.157403,1.030499,0.102742,-1.314684,2.367672,1
WALKING,1.63E+12,-2.534597,-9.81835,3.421138,-0.619094,-0.22357,-0.214866,14.436873,13.825079,-24.883816,1
WALKING,1.63E+12,0.739382,-12.313465,-2.638087,-0.849689,0.242506,-0.650705,-4.010532,3.268499,6.291231,1
WALKING,1.63E+12,-1.570888,-8.536395,0.425324,-0.842817,0.794865,-0.541974,1.820751,-3.06175,-3.116576,1
WALKING,1.63E+12,-4.101896,-11.569896,0.567697,0.781579,-0.130263,0.228915,2.806836,2.473178,-5.13297,1
WALKING,1.63E+12,-0.223729,-11.467005,-0.934397,1.580567,-0.104302,1.134649,-2.006663,1.595661,5.453718,1
WALKING,1.63E+12,1.288535,-6.42413,-1.035494,-0.839304,-0.75852,0.130416,-4.572134,-3.936054,3.41649,1
WALKING,1.63E+12,-3.038286,-11.35813,2.972484,-0.302217,0.309089,-0.188294,15.486296,11.974636,-12.673873,1
WALKING,1.63E+12,-1.40698,-10.427323,-0.556929,-0.888783,0.375518,-0.339478,-4.064405,-5.842208,2.740606,1
WALKING,1.63E+12,-1.133002,-9.623933,-0.297308,-0.670099,0.495244,-0.510516,1.477976,-0.662894,-1.904406,1
WALKING,1.63E+12,-3.608975,-11.794821,1.308874,0.967887,-0.175008,0.132096,4.979262,3.261175,-6.549224,1
WALKING,1.63E+12,-0.749552,-11.739188,-1.60678,1.477487,0.029626,1.129151,0.713877,4.781303,-1.773463,1
WALKING,1.63E+12,0.928415,-6.198607,-1.095913,-0.665365,-0.869083,-0.005345,-3.685609,-3.386759,3.190865,1
WALKING,1.63E+12,-3.780061,-11.450852,2.221736,-0.480279,0.589773,0.040621,-3.238848,-2.913465,-0.700834,1
WALKING,1.63E+12,0.083749,-10.109675,-0.245264,-0.740805,0.392164,-0.625966,0.386992,4.154426,4.611491,1
WALKING,1.63E+12,-1.884348,-9.862019,-0.635893,-0.774402,0.564576,-0.557856,1.230197,0.290288,1.705377,1
WALKING,1.63E+12,-4.568497,-11.603993,1.32024,1.545596,-0.257319,0.498146,4.747533,3.719158,-1.514907,1
WALKING,1.63E+12,-0.485145,-11.409576,-1.8335,1.092348,-0.364829,1.184433,1.894846,-0.896455,-2.707215,1
WALKING,1.63E+12,-1.372284,-8.642277,2.727818,-0.485776,-0.645513,-0.012064,-0.371576,-1.642025,-1.511523,1
WALKING,1.63E+12,0.735793,-10.183853,0.020937,-0.311379,0.361011,-0.561369,-7.595761,-3.216911,-4.647988,1
WALKING,1.63E+12,-1.666003,-9.297911,-2.352145,-1.480847,0.956892,-0.535102,2.944818,0.708559,2.677928,1
WALKING,1.63E+12,-2.748157,-11.300703,0.72024,0.162638,0.477835,-0.388957,2.02958,2.027422,-2.134106,1
WALKING,1.63E+12,-2.764308,-12.937992,-1.225723,1.756491,-0.410337,1.216197,-3.897061,8.185265,12.218185,1
WALKING,1.63E+12,0.138186,-6.265606,-1.341177,-0.426219,-1.605917,0.809525,1.661693,-1.90912,2.597545,1
WALKING,1.63E+12,-2.945565,-13.000205,2.456831,-0.202038,0.004581,-0.137288,18.754255,16.095932,-22.856033,1
WALKING,1.63E+12,-0.296112,-8.814561,-0.370289,-1.125486,-0.176688,-0.78387,1.917635,6.295921,4.706633,1
WALKING,1.63E+12,-1.027119,-9.810573,-0.378664,-0.770126,0.51754,-0.649025,1.569495,1.147184,-1.969245,1
WALKING,1.63E+12,-4.931009,-12.849458,1.286142,2.09429,-0.624133,0.784175,7.610963,4.645565,-1.218843,1
WALKING,1.63E+12,-0.597607,-8.914461,-2.742773,-0.014813,-1.189778,1.28507,1.219404,-0.221562,-1.79615,1
WALKING,1.63E+12,-1.661815,-9.695119,2.759523,-0.662006,-0.527008,-0.078799,0.086164,3.302223,-15.553278,1
WALKING,1.63E+12,0.808176,-11.145169,-1.673779,-0.782495,-0.080937,-0.618177,-5.796048,-4.741773,3.929576,1
WALKING,1.63E+12,-1.386641,-8.788837,-0.446261,-1.145339,0.89367,-0.559231,1.702277,-3.722471,-3.812005,1
WALKING,1.63E+12,-4.604987,-12.056835,1.314856,1.020115,-0.131485,0.158362,2.808891,3.314359,-6.408247,1
WALKING,1.63E+12,-1.417747,-11.940784,-1.948356,1.223222,-0.481042,1.359899,-0.508522,1.541499,5.28159,1
WALKING,1.63E+12,1.836491,-5.958128,-0.303888,-0.607335,-1.170841,0.161264,-7.080996,-4.100606,3.923933,1
WALKING,1.63E+12,-3.174677,-12.491133,2.659024,-0.177146,0.422706,-0.328636,1.453269,-2.147331,3.783104,1
WALKING,1.63E+12,-0.775873,-9.530613,-2.396412,-1.629588,0.519984,-0.658951,2.105869,3.264864,3.532919,1
WALKING,1.63E+12,-2.881557,-11.334203,0.55334,0.040469,0.549304,-0.40881,3.69791,1.417232,-2.142393,1
WALKING,1.63E+12,-2.326422,-13.267603,-0.75015,1.967539,-0.426219,1.318208,-4.661883,8.851266,9.927857,1
WALKING,1.63E+12,0.943969,-5.587839,-2.112862,-0.44149,-1.407545,0.675597,-1.105234,-1.400232,2.951641,1
WALKING,1.63E+12,-2.827718,-13.54218,3.132205,-0.131027,0.332454,-0.073302,17.724501,19.288525,-8.162954,1
WALKING,1.63E+12,-0.042473,-9.065806,-0.571885,-1.163359,0.471116,-0.672696,-2.452242,5.680634,6.797861,1
WALKING,1.63E+12,-1.621137,-9.64487,-0.227318,-0.761727,0.932306,-0.699267,2.155592,2.762512,-5.216794,1
WALKING,1.63E+12,-4.472186,-13.281363,1.518246,2.002205,-0.058489,1.017366,7.41385,4.065677,-2.106505,1
WALKING,1.63E+12,-0.037687,-8.538788,-2.136192,0.362538,-0.917951,1.081352,3.746564,-1.436309,-6.981778,1
WALKING,1.63E+12,-3.715455,-9.80818,3.221936,-0.629936,-0.142938,-0.158209,0.215259,-0.461945,-2.025581,1
WALKING,1.63E+12,2.596811,-11.091929,-2.467,-0.811205,0.059099,-0.792116,-5.652609,-4.911201,3.121391,1
WALKING,1.63E+12,-1.781456,-8.741579,-0.177069,-1.142743,0.868778,-0.607488,1.977007,-4.139871,-6.449723,1
WALKING,1.63E+12,-4.152145,-11.75534,1.738984,1.006524,0.211048,0.22357,1.999062,3.220157,-6.926088,1
WALKING,1.63E+12,-1.764707,-12.594622,-1.655833,1.349972,-0.291527,1.292553,-1.738598,2.082159,5.574946,1
WALKING,1.63E+12,2.2002,-5.30429,-0.580858,-0.636197,-1.205202,0.229526,-6.539362,-5.478925,4.675792,1
WALKING,1.63E+12,-2.562713,-12.236895,2.441875,-0.095598,0.452332,-0.338104,1.424217,-2.820397,3.074218,1
WALKING,1.63E+12,-1.38006,-10.360324,-2.159523,-1.642721,0.826934,-0.64872,2.473871,1.643229,0.483764,1
WALKING,1.63E+12,-2.579463,-11.39522,0.929612,-0.067193,0.119421,-0.051006,3.31451,2.280221,-0.773964,1
WALKING,1.63E+12,1.291526,2.452045,10.950753,0.547777,0.535255,0.073302,0.516775,0.709182,-1.92917,1
WALKING,1.63E+12,0.635294,2.514857,8.370692,0.049479,0.054518,0.274881,0.917695,1.751899,-0.32843,1
WALKING,1.63E+12,1.759323,3.485146,7.770093,-0.442712,0.171801,0.051617,0.441909,0.401196,1.331231,1
WALKING,1.63E+12,0.619143,1.758725,11.166705,-0.857477,0.420874,-0.342991,0.60834,-0.199357,-0.809589,1
WALKING,1.63E+12,-0.012562,0.449252,9.395418,0.234565,-0.234413,-0.328178,0.530349,1.671801,-1.099395,1
WALKING,1.63E+12,0.474975,1.408774,8.586644,0.173175,-0.077425,0.186919,0.872553,0.906151,1.112876,1
WALKING,1.63E+12,0.774676,2.383251,9.769297,0.161111,0.283128,0.413544,0.559803,0.54481,-0.558259,1
WALKING,1.63E+12,-0.091525,1.208375,9.728021,0.163707,0.492954,0.365592,0.153677,1.004428,-0.434475,1
WALKING,1.63E+12,-0.932603,1.845464,8.559725,0.26297,0.002138,0.065361,0.944661,1.48084,0.743646,1
WALKING,1.63E+12,0.345165,2.912065,8.417352,0.361622,-0.677888,0.563965,1.417836,2.659358,-0.912687,1
WALKING,1.63E+12,2.557329,1.479363,8.730812,0.079563,0.196235,0.120184,1.756804,2.024106,-0.64684,1
WALKING,1.63E+12,2.614757,2.08714,9.333803,-0.031,0.08674,0.080937,2.50705,1.564149,-1.805541,1
WALKING,1.63E+12,6.037092,2.342573,7.202994,0.134692,-0.838235,-0.079257,1.458165,1.474833,-2.155262,1
WALKING,1.63E+12,7.524829,1.462015,5.493921,0.148589,-1.660283,0.069637,0.592791,2.437096,-1.603849,1
WALKING,1.63E+12,5.844469,2.358127,4.544569,-0.015882,-0.810442,-0.13515,2.469688,1.853329,-1.48266,1
WALKING,1.63E+12,6.568298,-6.820741,3.129812,-0.149963,-0.525939,0.137899,2.596164,4.354397,-0.646662,1
WALKING,1.63E+12,14.864214,-6.305686,6.22433,-4.960996,-0.533117,2.423231,-6.284682,1.800469,-4.696579,1
WALKING,1.63E+12,4.34716,-3.661019,1.448854,-1.191152,0.231664,0.159431,4.748576,0.54469,2.482553,1
